"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P566";"P1260";"P1263";"P1219S1";"P1219S2";"P1219S3";"P1219S4";"P1219S5";"P1219S6";"P1219S7";"P524";"P1252";"P1262";"P1253";"P1256";"P1247";"P1246S1";"P1246S2";"P1246S3";"P1246S5";"P1246S6";"P1232S1";"P1232S2";"P1232S3";"P1232S4";"P1232S5";"P1232S6";"P1232S7";"P1595";"P1238";"P571";"P572";"P573";"P1111";"P1596";"P1597";"P1110";"P1233"
534955;237;3;1;3;261.978561790288;2;3;2;;;;;;;;3e+05;2;1;2;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
534965;237;1;1;1;506.306892984736;8;3;2;;;;;;;;150000;4;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
534972;237;2;1;2;289.265065974956;11;3;2;;;;;;;;80000;2;1;3;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;5;2
535028;237;3;1;3;36.944717863508;2;1;1;1;1;;;;;;5e+05;4;1;3;1;2;;;;;;2;2;1;1;2;1;;2;2;;;;;;;3;2
535121;237;1;1;1;44.9799776260259;1;2;1;;1;;;;;;50000;5;1;2;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
535135;237;3;1;3;45.4699510813742;1;2;1;;1;;;;;;18000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
535316;237;1;1;1;61.1249074499787;12;2;2;;;;;;;;7e+06;1;2;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
535327;237;1;1;1;93.216281682797;2;1;1;;1;;;;;1;250000;4;1;3;3;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
535386;237;1;1;1;321.799028248461;1;2;2;;;;;;;;7e+06;3;1;1;1;;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
535389;237;1;1;1;321.799028248461;10;1;1;;1;;;;;;3e+05;4;1;3;2;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;3;2
535455;237;1;1;1;46.5565602769375;2;3;2;;;;;;;;1e+05;4;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
535643;237;2;1;2;156.120507307487;5;1;1;;1;;;;;;150000;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
535774;237;1;1;1;78.0483752102112;3;2;2;;;;;;;;7e+06;2;1;3;1;1;1;2;2;1;2;;1;;2;2;;;2;1;1;2;2;5;1;;;2
535832;237;1;1;1;86.3068459520906;8;3;2;;;;;;;;98;4;1;1;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
535956;237;1;1;1;1923.55753295542;8;3;2;;;;;;;;450000;2;1;2;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;6;2
535966;237;2;1;2;878.870400825337;1;1;1;;1;;;;;;150000;3;1;3;1;;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
535978;237;1;1;1;990.168573558135;1;3;2;;;;;;;;1e+06;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;1;1;1;1;1;1;1;;;2
536020;237;1;1;1;929.139686809145;8;1;1;;1;;;;;;6e+05;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
536054;237;1;1;1;1027.54553794143;7;3;2;;;;;;;;680000;4;1;2;4;2;;;;;;;1;;2;2;;;1;1;1;3;1;5;2;1;;2
536059;237;1;1;1;849.665152829196;8;1;1;1;;;;;;;1e+06;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;1;1;1;1;1;1;;;2
536161;237;3;1;3;679.692292672989;9;3;2;;;;;;;;7e+05;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;1;2
536163;237;1;1;1;1545.63801518571;5;3;2;;;;;;;;250000;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;2;1;;;2
536192;237;1;1;1;95.1629861269874;3;2;1;;1;;;;;;99;4;1;9;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
536230;237;2;1;2;94.4950165200154;7;2;2;;;;;;;;1700000;4;1;3;3;2;;;;;;;1;;2;2;;;2;2;;;;;;;5;1
536395;237;1;1;1;1924.07967985114;12;2;1;;1;;;;;;30000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
536426;237;1;1;1;303.095403636503;8;1;1;;;;1;;;;860000;5;1;1;1;2;;;;;;1;2;2;2;2;2;;2;2;;;;;;;1;2
536456;237;1;1;1;240.003300184561;12;3;2;;;;;;;;98;2;1;3;1;1;2;1;2;2;2;;2;;1;2;;;2;1;1;1;1;2;1;;;2
536471;237;1;1;1;222.480769778604;12;1;1;;;;;1;;;40000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;2
536482;237;5;1;5;262.051545944373;6;3;2;;;;;;;;2e+05;2;1;4;1;1;1;2;2;2;2;;1;;2;2;;;2;2;;;;;;;3;2
536503;237;1;1;1;224.302079223807;11;3;2;;;;;;;;150000;2;1;2;1;1;1;2;2;2;2;;2;;1;2;;;2;2;;;;;;;4;2
536531;237;3;1;3;202.399801772164;11;3;2;;;;;;;;350000;2;1;4;1;1;1;2;2;2;2;;1;;2;2;;;2;1;1;1;1;4;1;;;2
536533;237;2;1;2;226.509777146593;4;2;2;;;;;;;;3800000;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;2;2;1;2;4;;2
536534;237;1;1;1;224.375063377891;10;1;1;;1;;1;;;;280000;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
536541;237;1;1;1;257.182453860357;10;3;2;;;;;;;;3e+05;2;1;2;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;3;2
536550;237;2;1;2;338.820634641507;7;3;2;;;;;;;;2e+05;4;1;2;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;6;2
536587;237;1;1;1;254.97475593757;3;1;1;;1;;;;;;99;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
536601;237;1;1;1;246.204356675449;6;3;2;;;;;;;;2e+05;2;1;2;1;1;1;2;2;2;2;;2;;1;2;;;2;1;1;3;1;2;2;3;;2
537120;237;2;1;2;70.5460261004796;6;3;2;;;;;;;;2e+05;4;1;4;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;4;2
537154;237;1;1;1;74.9595983385623;12;2;1;;;;;1;;;45000;4;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
537196;237;1;1;1;67.8930433701112;11;2;1;;1;;;;;;2e+05;5;1;1;1;2;;;;;;2;2;2;2;2;2;;2;1;1;5;1;5;;;;2
537238;237;1;1;1;43.664979292143;2;1;1;;;;;;1;;3e+05;5;1;4;1;2;;;;;;2;2;2;2;2;1;;1;1;1;3;1;5;2;1;;2
537247;237;2;1;2;36.158844459532;12;1;1;;1;;;;;;250000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
537266;237;1;1;1;38.2435416619778;8;1;1;;;;;;1;;6e+05;5;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
537442;237;1;1;1;116.240675572566;10;3;2;;;;;;;;1200000;4;1;1;2;2;;;;;;;2;;2;2;;;2;1;1;3;1;5;1;;;2
537447;237;1;1;1;76.7503250700642;11;3;2;;;;;;;;230000;4;1;1;2;2;;;;;;;1;;2;2;;;2;1;1;3;1;5;1;;;2
537512;237;1;1;1;528.995263170807;10;1;1;;1;;;;;;150000;3;1;4;1;;;;;;;1;2;2;2;2;1;;2;2;;;;;;;4;2
537519;237;2;1;2;244.211476893791;2;3;2;;;;;;;;6e+05;2;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;1;2
537558;237;2;1;2;70.2090913963836;11;1;1;;1;;;;;1;3e+06;5;1;2;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;3;2
537558;237;3;1;3;70.2090913963836;6;1;1;1;1;;;;;;98;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
537561;237;5;1;5;67.4650616363026;10;2;1;;1;;;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
537571;237;2;1;2;68.6868879163544;11;1;1;;1;;;;;;1500000;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
537572;237;2;1;2;73.5749682782042;4;1;1;;;;;;1;;3e+05;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;1
537583;237;1;1;1;67.4650616363026;9;1;1;;;;;;1;;3e+05;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
537596;237;1;1;1;60.5899152831149;12;3;2;;;;;;;;150000;4;1;4;2;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
537619;237;1;1;1;69.2039040922306;4;2;2;;;;;;;;1250000;4;2;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;9;2
537638;237;3;1;3;72.387566002985;10;3;2;;;;;;;;1e+05;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
537659;237;2;1;2;65.6752234301037;9;2;1;;;;;;;1;80000;5;1;3;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
537665;237;1;1;1;66.3062641960405;3;1;1;;1;;;;;;2e+05;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
537681;237;1;1;1;68.247255765681;5;2;1;;;;;1;;;1e+06;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
537829;237;1;1;1;244.456031384331;6;1;1;;;;;;;1;2875000;5;1;4;3;2;;;;;;1;2;1;1;2;1;;2;2;;;;;;;7;2
537829;237;4;1;4;244.456031384331;7;3;2;;;;;;;;150000;2;1;4;1;1;2;1;2;2;2;;2;;1;2;;;2;2;;;;;;;3;2
537865;237;1;1;1;43.6956099731876;7;1;1;;1;;;;;;120000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
537869;237;6;1;6;38.8274553632279;8;2;1;;1;;;;;;120000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
537871;237;2;1;2;37.5722970300813;11;1;1;;1;;;;;;2800000;3;1;4;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
537881;237;1;1;1;42.1300955457818;1;2;2;;;;;;;;3500000;3;1;1;2;;;;;;;;2;;2;2;;;1;1;1;2;1;5;1;;;2
537882;237;2;1;2;39.2778408165973;7;3;2;;;;;;;;2e+06;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;2;1;1;2;2;5;2;3;;2
537914;237;3;1;3;42.0924350901012;11;2;1;;1;;;;;;30000;5;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
537927;237;1;1;1;41.7163967820443;8;1;1;1;;;;;;;80000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
537928;237;1;1;1;41.7163967820443;12;2;1;;;;;;;1;99;4;1;9;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
538007;237;2;1;2;67.9021264924256;9;1;1;;1;;;1;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
538007;237;3;1;3;67.9021264924256;6;1;1;;;;;;1;;2e+05;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
538062;237;2;1;2;70.5264229504731;3;3;2;;;;;;;;1100000;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;5;2;2;;2
538065;237;1;1;1;70.7928041248395;7;1;1;;1;;;;;;120000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
538101;237;1;1;1;58.1916298867148;11;1;1;;1;;;;1;;1e+06;5;1;3;1;2;;;;;;2;2;2;2;2;1;;1;2;;;;;;;3;2
538104;237;2;1;2;58.4683210099758;7;1;1;;1;;;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
538125;237;1;1;1;57.9148822495254;2;1;1;;1;;;;;;40000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
538189;237;2;1;2;52.3212666992465;4;1;1;;1;;;;;;8e+05;3;1;3;1;;;;;;;2;2;2;1;2;1;;1;1;1;1;1;1;1;;;2
538213;237;1;1;1;59.9509712241923;4;1;1;;1;;;;;;150000;3;1;3;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
538220;237;2;1;2;50.7898425448601;6;1;1;;1;;;;;;98;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;;2;2;;;;;;;1;2
538221;237;1;1;1;49.4647037703225;5;1;1;;1;;;;;;7e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
538228;237;1;1;1;52.3212666992465;5;1;1;;1;;;;;;98;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
538237;237;1;1;1;60.900264640698;9;1;1;;1;;;;;;2e+05;5;1;9;3;2;;;;;;2;2;2;2;2;2;;1;2;;;;;;;4;2
538253;237;5;1;5;276.948012422813;2;3;2;;;;;;;;99;2;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
538430;237;4;1;4;29.2943905469705;4;2;1;;1;;;;;;65000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
538450;237;3;2;1;46.0589476322175;3;3;2;;;;;;;;5e+05;2;1;4;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;3;2
538507;237;1;1;1;102.154708807362;1;1;1;;;;;;;1;2e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
538778;237;1;1;1;74.3049546130873;11;3;2;;;;;;;;6e+05;5;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
538783;237;1;1;1;96.1226378660549;3;2;2;;;;;;;;2e+06;3;1;3;3;;;;;;;;1;;2;2;;;2;1;1;3;1;5;1;;;2
538829;237;1;1;1;1766.95202952432;9;1;1;1;1;1;1;1;1;;1.1e+07;5;1;1;4;2;;;;;;2;1;2;2;2;2;;2;2;;;;;;;3;2
538879;237;2;1;2;1128.04639954288;12;2;2;;;;;;;;99;5;1;9;1;2;;;;;;;2;;1;2;;;2;1;1;1;1;5;1;;;1
538904;237;1;1;1;983.213617740569;8;1;1;1;;;;;;;5e+05;5;1;2;1;2;;;;;;2;2;1;2;2;1;;2;1;1;1;1;4;2;2;;1
538954;237;1;1;1;996.733315652257;4;1;1;;1;;;;;;2e+05;3;1;1;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
538996;237;1;1;1;1020.38523801795;11;1;1;;1;;;;;;5e+05;3;1;3;1;;;;;;;2;2;1;1;2;1;;2;2;;;;;;;3;2
539005;237;1;1;1;887.042117212494;8;3;2;;;;;;;;1300000;2;1;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
539018;237;1;1;1;975.371359616684;3;1;1;1;;;;;;;1e+05;3;1;4;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
539023;237;1;1;1;959.951909098321;6;1;1;1;;;;;;;2500000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
539030;237;1;1;1;1093.79108807012;6;3;2;;;;;;;;2e+05;2;1;3;1;1;2;1;2;2;2;;2;;2;2;;;1;1;1;3;1;1;2;3;;2
539041;237;3;1;3;70.4435735234273;11;2;1;1;;;;;;;128000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
539083;237;1;1;1;71.3964936716028;2;1;1;;1;;;;1;;4e+05;5;1;2;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
539096;237;3;1;3;60.3591613344454;7;3;2;;;;;;;;150000;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
539102;237;1;1;1;75.3531560675382;11;3;2;;;;;;;;350000;4;1;4;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
539143;237;1;1;1;83.8276258189851;9;1;1;;;;;;;1;7e+05;5;1;1;1;2;;;;;;1;2;2;2;2;2;;1;1;1;1;1;4;1;;;1
539146;237;1;1;1;89.5978661516884;6;1;1;;;;;1;;;1e+06;5;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
539222;237;2;1;2;86.3314389010309;5;3;2;;;;;;;;3e+05;3;1;4;2;;;;;;;;2;;2;2;;;2;1;1;4;;1;;;;2
539278;237;1;1;1;70.5955310518372;11;1;1;;1;;;;;;50000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
539305;237;1;1;1;71.0876076441332;2;1;1;;;;;1;;;320000;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
539307;237;1;1;1;107.727054679016;10;1;1;;;;;1;;;50000;4;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
539318;237;1;1;1;268.179618281176;6;1;1;;;;;1;;;150000;4;1;1;1;2;;;;;;1;2;2;2;2;2;;2;2;;;;;;;5;2
539352;237;3;1;3;272.956658975196;9;2;2;;;;;;;;98;2;1;4;1;2;;;;;;;1;;1;2;;;1;1;1;2;2;5;1;;;2
539363;237;1;1;1;249.233072078351;12;3;2;;;;;;;;1e+05;4;1;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
539372;237;1;1;1;327.828612402481;3;3;2;;;;;;;;2e+05;4;1;3;2;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
539373;237;3;1;3;222.553753932689;2;2;2;;;;;;;;3500000;4;1;2;1;2;;;;;;;2;;1;2;;;2;1;1;2;2;5;1;;;1
539388;237;2;1;2;224.302079223807;11;2;1;;1;;;;;1;3e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
539394;237;1;1;1;224.302079223807;5;2;1;;1;;;1;;1;1e+05;5;1;3;3;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
539414;237;1;1;1;227.257810472624;10;3;2;;;;;;;;350000;4;1;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
539432;237;1;1;1;338.820634641507;11;3;2;;;;;;;;250000;2;1;4;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;2;2
539442;237;2;1;2;272.956658975196;5;1;1;;1;;;;;;250000;4;1;4;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
539473;237;1;1;1;224.302079223807;3;3;2;;;;;;;;450000;2;1;1;1;1;2;1;2;2;2;;2;;1;2;;;1;2;;;;;;;4;2
539500;237;1;1;1;213.377898957071;5;3;2;;;;;;;;250000;1;1;3;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
539587;237;1;1;1;78.5556816331945;2;1;1;;;;;1;;;1e+05;4;1;2;1;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;5;2
539608;237;1;1;1;38.650261650024;8;1;1;;1;;;;;;180000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
539670;237;4;1;4;63.5578711119102;11;1;1;;;;;;;1;250000;5;1;3;3;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
539726;237;1;1;1;116.915130904932;7;1;1;;1;;;;;;3e+05;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;1
539760;237;1;1;1;74.3926178621974;10;1;1;;;;;1;1;;3e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;1;1;1;1;4;2;1;;2
540230;237;1;1;1;1081.5054323485;9;2;2;;;;;;;;1e+07;4;1;3;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;1;2
540293;237;1;1;1;964.395306696051;12;3;2;;;;;;;;6e+05;2;1;3;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;6;2
540294;237;1;1;1;1050.43458277012;3;1;1;1;;;;;;;250000;3;1;2;3;;;;;;;2;2;1;2;2;2;;2;1;1;4;;4;;;;2
540296;237;3;1;3;964.395306696051;5;3;2;;;;;;;;1300000;2;1;4;1;1;2;2;2;1;2;;2;;2;2;;;2;1;1;3;1;4;2;2;;2
540297;237;1;1;1;1173.00158673719;6;1;1;1;;;;;;;250000;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
540347;237;1;1;1;72.7811237319609;2;1;1;;1;;;;;;450000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;1;1;1;1;1;4;2;4;;2
540423;237;3;1;3;89.5981252728597;1;2;2;;;;;;;;5e+06;4;1;4;1;2;;;;;;;1;;1;2;;;1;1;1;3;2;2;1;;;2
540434;237;1;1;1;67.4724895709183;6;1;1;;1;;;;;;2e+05;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
540443;237;2;1;2;181.825089045688;3;1;1;1;;;;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
540493;237;2;1;2;198.75718288176;12;3;2;;;;;;;;3e+05;4;1;1;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
540495;237;3;1;3;226.871421995039;12;3;2;;;;;;;;50000;2;1;3;1;2;;;;;;;2;;1;1;;;2;2;;;;;;;3;2
540502;237;1;1;1;204.60749969495;2;1;1;;1;;;;;;2e+05;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
540507;237;1;1;1;309.032629657897;5;1;2;;;;;;;;99;2;1;1;1;2;;;;;;;2;;2;2;;;2;1;1;2;2;5;2;3;;1
540508;237;1;1;1;275.055723944011;3;3;2;;;;;;;;6e+06;2;1;2;1;2;;;;;;;2;;2;1;;;1;1;1;1;1;6;1;;;2
540527;237;2;1;2;233.072478485928;12;3;2;;;;;;;;160000;4;1;4;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;2;2
540540;237;1;1;1;254.97475593757;11;2;2;;;;;;;;3e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;2;1;5;1;;;2
540553;237;2;1;2;338.820634641507;7;2;2;;;;;;;;3e+06;4;1;2;1;2;;;;;;;2;;1;2;;;1;1;1;1;1;1;2;2;;2
540598;237;3;1;3;46.4134662350064;8;2;2;;;;;;;;3e+06;4;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
540624;237;1;1;1;40.6820976274248;7;2;1;;1;;;;;;40000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
540653;237;2;1;2;44.9799776260259;12;2;2;;;;;;;;7e+06;2;1;4;1;1;1;2;2;2;2;;1;;2;2;;;2;1;1;2;2;5;1;;;2
540703;237;1;1;1;41.5025163792085;12;1;1;;1;;;;;;180000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
540746;237;1;1;1;78.5221661997829;11;1;1;;1;;;;;;3e+05;4;1;4;1;9;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
540804;237;1;1;1;60.3606842799378;6;1;1;;1;;;;1;;7e+05;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;2
540944;237;1;1;1;512.175248210664;2;3;2;;;;;;;;250000;4;1;3;7;2;;;;;;;1;;2;2;;2;2;2;;;;;;;7;2
541203;237;1;1;1;456.611013580411;11;1;2;;;;;;;;1e+07;2;1;4;1;1;1;2;2;1;2;;2;;2;2;;;2;2;;;;;;;3;1
541251;237;2;1;2;1341.61996497266;11;3;2;;;;;;;;1e+06;1;1;1;1;2;;;;;;;2;;1;2;;;2;1;1;1;1;5;2;1;;2
541294;237;1;1;1;879.88181728901;5;1;1;1;;;;;;;1500000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
541324;237;1;1;1;917.258781672308;4;3;2;;;;;;;;450000;2;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
541338;237;1;1;1;856.229894923319;2;3;1;;;;;;;1;80000;5;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
541350;237;2;1;2;976.258661923003;11;1;1;;;;;1;;;3000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
541355;237;1;1;1;887.042117212494;5;1;1;;1;;;;;;8e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
541455;237;3;1;3;54.4371050765114;1;2;1;;1;;;;;;15000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
541492;237;3;1;3;63.4469170139796;6;1;1;;;;;1;;;150000;4;1;9;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
541525;237;1;1;1;72.4630252956172;12;2;2;;;;;;;;4e+06;3;1;3;2;;;;;;;;2;;2;2;;;1;1;1;1;1;5;1;;;2
541532;237;3;1;3;173.576818834861;6;1;1;;;;;;1;;1100000;5;1;3;1;2;;;;;;2;2;2;2;2;1;;1;1;1;1;1;1;2;4;;2
541887;237;1;1;1;107.727054679016;8;2;2;;;;;;;;6500000;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;2;1;1;3;1;5;1;;;1
541898;237;2;1;2;89.2168742619304;3;3;2;;;;;;;;150000;4;1;4;2;2;;;;;;;2;;2;2;;;2;1;1;1;1;1;1;;;2
541914;237;1;1;1;82.1008054743409;10;2;1;;;;1;;;;80000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
542022;237;4;1;4;244.456031384331;10;3;2;;;;;;;;5e+05;2;1;4;1;1;1;1;2;2;2;;2;;2;2;;;2;2;;;;;;;5;1
542048;237;1;1;1;323.091408230602;2;3;2;;;;;;;;98;2;1;3;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;4;2
542063;237;1;1;1;287.130352206254;4;1;1;;;;;;1;1;1200000;4;1;3;1;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;4;2
542066;237;1;1;1;193.629402510043;2;2;2;;;;;;;;7200000;2;2;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;2;1;5;2;5;;2
542118;237;2;1;2;37.0849489914408;10;1;1;;1;;;;;;2e+05;4;1;4;1;2;;;;;;2;2;1;2;2;1;;2;1;1;3;1;2;1;;;2
542127;237;1;1;1;39.5162734134292;6;1;1;1;;;;;;;2e+05;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
542222;237;1;1;1;119.062034958164;3;1;1;;1;;;;;;1e+05;5;1;3;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
542307;237;2;1;2;83.9462921168752;6;2;2;;;;;;;;5e+06;2;1;1;1;2;;;;;;;1;;2;2;;;2;1;1;3;2;5;1;;;2
542308;237;1;1;1;102.582755981317;11;2;2;;;;;;;;4e+06;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;6;1
542318;237;1;1;1;948.071003961483;12;1;1;;1;;;;;;2e+05;3;1;1;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
542318;237;2;1;2;948.071003961483;8;3;2;;;;;;;;8e+05;2;1;1;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
542366;237;1;1;1;873.522419300806;12;1;1;1;;;;;;;1800000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;1;1;1;4;;1;;;;2
